access,authority,category,category_local,error,full_info,headers,project,publication_date,publication_datetime,publication_lastmodified,publication_time,source,source_file_url,source_filename,source_page_url,source_scraper,title,year
private,MRAe Nouvelle-Aquitaine,Avis,Avis rendus sur plans et programmes,False,"Dossier étudié à la demande de la communauté de communes du Pays d’Orthe et Arrigans (Landes) 
Avis du 28 février 2023 / PP-2022-13455
    
        2023ANA14
            
                pdf - 444 ko","{'Content-Length': '454695', 'Date': 'Tue, 16 Jul 2024 14:18:47 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Wed, 01 Mar 2023 09:55:17 GMT', 'Etag': '""63ff2105-6f027""', 'Set-Cookie': 'SRV=ede1c6b9-b509-43e3-a454-23f32633704a; path=/', 'Cache-Control': 'private'}",Élaboration du plan climat air énergie territorial (PCAET) du Pays d'Orthe et Arrigans (40),2023-03-01,2023-03-01 09:55:17 UTC,"Wed, 01 Mar 2023 09:55:17 GMT",09:55:17 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/pp_2022_13455_e_pcaet_orthe_arrigans_vmee_signe.pdf,pp_2022_13455_e_pcaet_orthe_arrigans_vmee_signe.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-plans-et-programmes-de-la-mrae-a1177.html?lang=fr,MRAe Scraper,Avis 2023ANA14,2023
private,MRAe Nouvelle-Aquitaine,Avis,Avis rendus sur plans et programmes,False,"Dossier étudié à la demande de la Communauté d’Agglomération de GrandAngoulême (Charente)
Avis du 3 mars 2023 / PP-2022-13471
    
        2023ANA16
            
                pdf - 929.2 ko","{'Content-Length': '951495', 'Date': 'Tue, 16 Jul 2024 14:18:49 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Fri, 03 Mar 2023 13:33:24 GMT', 'Etag': '""6401f724-e84c7""', 'Set-Cookie': 'SRV=107d2de4-8f9c-4f5d-af5e-c7ee7f1ac05c; path=/', 'Cache-Control': 'private'}",Mise en compatibilité par déclaration de projet n°1 du plan local d'urbanisme intercommunal partiel (PLUi) de la communauté d'agglomération de GrandAngoulême (16),2023-03-03,2023-03-03 13:33:24 UTC,"Fri, 03 Mar 2023 13:33:24 GMT",13:33:24 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/ppsp_2022_13471_mec1_plui_grandangouleme_16_-vmee_signe.pdf,ppsp_2022_13471_mec1_plui_grandangouleme_16_-vmee_signe.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-plans-et-programmes-de-la-mrae-a1177.html?lang=fr,MRAe Scraper,Avis 2023ANA16,2023
private,MRAe Nouvelle-Aquitaine,Avis,Avis rendus sur plans et programmes,False,"Dossier étudié à la demande de la communauté d’agglomération du Grand Dax (Landes)
Avis du 8 mars 2023 / PP-2022-013499
    
        2023ANA17
            
                pdf - 2.5 Mo","{'Content-Length': '2651627', 'Date': 'Tue, 16 Jul 2024 14:18:51 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Thu, 09 Mar 2023 09:08:59 GMT', 'Etag': '""6409a22b-2875eb""', 'Set-Cookie': 'SRV=ede1c6b9-b509-43e3-a454-23f32633704a; path=/', 'Cache-Control': 'private'}",Mise en compatibilité par déclaration de projet n°2 du plan local d'urbanisme intercommunal (PLUi) du Grand Dax (40),2023-03-09,2023-03-09 09:08:59 UTC,"Thu, 09 Mar 2023 09:08:59 GMT",09:08:59 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/pp_2022_13499_mecdp2_plui-h_grand_dax_40_vpost_collegiale-1.pdf,pp_2022_13499_mecdp2_plui-h_grand_dax_40_vpost_collegiale-1.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-plans-et-programmes-de-la-mrae-a1177.html?lang=fr,MRAe Scraper,Avis 2023ANA17,2023
private,MRAe Nouvelle-Aquitaine,Avis,Avis rendus sur plans et programmes,False,"Dossier étudié à la demande de la communauté de communes Charente Limousine (Charente)
Avis du 14 mars 2023 / PP-2022-13523
    
        2023ANA18
            
                pdf - 430.7 ko","{'Content-Length': '441001', 'Date': 'Tue, 16 Jul 2024 14:18:52 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Wed, 15 Mar 2023 08:32:38 GMT', 'Etag': '""641182a6-6baa9""', 'Set-Cookie': 'SRV=c2e9e51f-5f85-4134-9d4a-50add9bc7b79; path=/', 'Cache-Control': 'private'}",Plan climat-air-énergie-territorial (PCAET) de la communauté de communes Charente Limousine (16),2023-03-15,2023-03-15 08:32:38 UTC,"Wed, 15 Mar 2023 08:32:38 GMT",08:32:38 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/pp_2022_13523_pcaet_cccl_16__mrae_signe.pdf,pp_2022_13523_pcaet_cccl_16__mrae_signe.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-plans-et-programmes-de-la-mrae-a1177.html?lang=fr,MRAe Scraper,Avis 2023ANA18,2023
private,MRAe Nouvelle-Aquitaine,Avis,Avis rendus sur plans et programmes,False,"Dossier étudié à la demande de la commune d’Objat (Corrèze)
Avis du 17 mars 2023 / PP-2022-013544
    
        2023ANA19
            
                pdf - 1.8 Mo","{'Content-Length': '1840286', 'Date': 'Tue, 16 Jul 2024 14:18:54 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Mon, 20 Mar 2023 11:10:48 GMT', 'Etag': '""64183f38-1c149e""', 'Set-Cookie': 'SRV=ede1c6b9-b509-43e3-a454-23f32633704a; path=/', 'Cache-Control': 'private'}",Projet de mise en compatibilité par déclaration de projet du plan local d'urbanisme (PLU) de la commune d'Objat (19),2023-03-20,2023-03-20 11:10:48 UTC,"Mon, 20 Mar 2023 11:10:48 GMT",11:10:48 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/pp_2022_013544_mecdp_plu_objat_19_mrae_signe-1.pdf,pp_2022_013544_mecdp_plu_objat_19_mrae_signe-1.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-plans-et-programmes-de-la-mrae-a1177.html?lang=fr,MRAe Scraper,Avis 2023ANA19,2023
private,MRAe Nouvelle-Aquitaine,Avis,Avis rendus sur plans et programmes,False,"Avis étudié à la demande de la communauté de communes de Montesquieu (Gironde)
Avis du 17 mars 2023 / PP-2022-13555
    
        2023ANA21
            
                pdf - 1.1 Mo","{'Content-Length': '1186837', 'Date': 'Tue, 16 Jul 2024 14:18:56 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Tue, 21 Mar 2023 15:32:43 GMT', 'Etag': '""6419ce1b-121c15""', 'Set-Cookie': 'SRV=ede1c6b9-b509-43e3-a454-23f32633704a; path=/', 'Cache-Control': 'private'}",Élaboration du plan climat air énergie territorial (PCAET) de la communauté de communes de Montesquieu (33),2023-03-21,2023-03-21 15:32:43 UTC,"Tue, 21 Mar 2023 15:32:43 GMT",15:32:43 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/pp_2022_13555_pcaet_cc_montesquieu_avis_ae_vmee_rv-10.pdf,pp_2022_13555_pcaet_cc_montesquieu_avis_ae_vmee_rv-10.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-plans-et-programmes-de-la-mrae-a1177.html?lang=fr,MRAe Scraper,Avis 2023ANA21,2023
private,MRAe Nouvelle-Aquitaine,Avis,Avis rendus sur plans et programmes,False,"Dossier étudié à la demande de la communauté de communes du Rouillacais (Charente) 
Avis du 22 mars 2023 / PP-2022-13554
    
        2023ANA20
            
                pdf - 1.3 Mo","{'Content-Length': '1351304', 'Date': 'Tue, 16 Jul 2024 14:18:58 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Thu, 23 Mar 2023 09:17:34 GMT', 'Etag': '""641c192e-149e88""', 'Set-Cookie': 'SRV=ede1c6b9-b509-43e3-a454-23f32633704a; path=/', 'Cache-Control': 'private'}",Mise en compatibilité par déclaration de projet du plan local d'urbanisme (PLU) de la commune déléguée de Rouillac (16),2023-03-23,2023-03-23 09:17:34 UTC,"Thu, 23 Mar 2023 09:17:34 GMT",09:17:34 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/pp-2022-13554-mecdp-plu-rouillac_collegiale_signe-1-2.pdf,pp-2022-13554-mecdp-plu-rouillac_collegiale_signe-1-2.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-plans-et-programmes-de-la-mrae-a1177.html?lang=fr,MRAe Scraper,Avis 2023ANA20,2023
private,MRAe Nouvelle-Aquitaine,Avis,Avis rendus sur plans et programmes,False,"Dossier étudié à la demande de la communauté d’agglomération du Bassin de Brive (Corrèze)
Avis du 3 avril 2023 / PP-2023-13579
    
        2023ANA22
            
                pdf - 770.2 ko","{'Content-Length': '788675', 'Date': 'Tue, 16 Jul 2024 14:18:59 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Mon, 03 Apr 2023 14:13:46 GMT', 'Etag': '""642adf1a-c08c3""', 'Set-Cookie': 'SRV=107d2de4-8f9c-4f5d-af5e-c7ee7f1ac05c; path=/', 'Cache-Control': 'private'}",Plan climat-air-énergie territorial (PCAET) de la communauté d'agglomération du Bassin de Brive (19),2023-04-03,2023-04-03 14:13:46 UTC,"Mon, 03 Apr 2023 14:13:46 GMT",14:13:46 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/ppsp_2023_13579_pcaet_bassindebrive_19__vmeeab-1.pdf,ppsp_2023_13579_pcaet_bassindebrive_19__vmeeab-1.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-plans-et-programmes-de-la-mrae-a1177.html?lang=fr,MRAe Scraper,Avis 2023ANA22,2023
private,MRAe Nouvelle-Aquitaine,Avis,Avis rendus sur plans et programmes,False,"Dossier étudié à la demande de Bordeaux Métropole (Gironde)
Avis du 3 avril 2023 / PP-2023-13591
    
        2023ANA23
            
                pdf - 840.3 ko","{'Content-Length': '860433', 'Date': 'Tue, 16 Jul 2024 14:19:01 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Tue, 04 Apr 2023 12:40:37 GMT', 'Etag': '""642c1ac5-d2111""', 'Set-Cookie': 'SRV=c2e9e51f-5f85-4134-9d4a-50add9bc7b79; path=/', 'Cache-Control': 'private'}",Élaboration du plan climat air énergie territorial (PCAET) de Bordeaux Métropole (33),2023-04-04,2023-04-04 12:40:37 UTC,"Tue, 04 Apr 2023 12:40:37 GMT",12:40:37 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/pp_2023_13591_pcaet_bordeaux_metropole_avis_ae_vmee_signe.pdf,pp_2023_13591_pcaet_bordeaux_metropole_avis_ae_vmee_signe.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-plans-et-programmes-de-la-mrae-a1177.html?lang=fr,MRAe Scraper,Avis 2023ANA23,2023
private,MRAe Nouvelle-Aquitaine,Avis,Avis rendus sur plans et programmes,False,"Dossier étudié à la demande du Syndicat mixte du Pays de l’Isle-en-Périgord (Dordogne)
Avis du 6 avril 2023 / PP-2023-13656
    
        2023ANA24
            
                pdf - 618.5 ko","{'Content-Length': '633305', 'Date': 'Tue, 16 Jul 2024 14:19:02 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Fri, 07 Apr 2023 13:52:32 GMT', 'Etag': '""64302020-9a9d9""', 'Set-Cookie': 'SRV=107d2de4-8f9c-4f5d-af5e-c7ee7f1ac05c; path=/', 'Cache-Control': 'private'}",Élaboration du schéma de cohérence territoriale (SCoT) du Pays de l'Isle-en-Périgord (24),2023-04-07,2023-04-07 13:52:32 UTC,"Fri, 07 Apr 2023 13:52:32 GMT",13:52:32 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/pp-2022-13656_scot_paysislee20perigord_24__collegiale_signe.pdf,pp-2022-13656_scot_paysislee20perigord_24__collegiale_signe.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-plans-et-programmes-de-la-mrae-a1177.html?lang=fr,MRAe Scraper,Avis 2023ANA24,2023
private,MRAe Nouvelle-Aquitaine,Avis,Avis rendus sur plans et programmes,False,"Dossier étudié à la demande de la communauté de communes du pays Sostranien (Creuse) 
Avis du 6 avril 2023 / PP-2023-13602
    
        2023ANA25
            
                pdf - 619.2 ko","{'Content-Length': '634100', 'Date': 'Tue, 16 Jul 2024 14:19:04 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Fri, 07 Apr 2023 13:54:41 GMT', 'Etag': '""643020a1-9acf4""', 'Set-Cookie': 'SRV=ede1c6b9-b509-43e3-a454-23f32633704a; path=/', 'Cache-Control': 'private'}",Modification n°1 du plan local d'urbanisme intercommunal (PLUi) de la communauté de communes du pays Sostranien (23),2023-04-07,2023-04-07 13:54:41 UTC,"Fri, 07 Apr 2023 13:54:41 GMT",13:54:41 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/pp_2023_13602_m1_plui_pays_sostranien_23_signe.pdf,pp_2023_13602_m1_plui_pays_sostranien_23_signe.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-plans-et-programmes-de-la-mrae-a1177.html?lang=fr,MRAe Scraper,Avis 2023ANA25,2023
private,MRAe Nouvelle-Aquitaine,Avis,Avis rendus sur plans et programmes,False,"Dossier étudié à la demande de la communauté d’agglomération de Grand Angoulême (Charente)
Avis du 14 avril 2023 / PP-2023-13685
    
        2023ANA31
            
                pdf - 1.5 Mo","{'Content-Length': '1571222', 'Date': 'Tue, 16 Jul 2024 14:19:05 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Tue, 18 Apr 2023 13:10:10 GMT', 'Etag': '""643e96b2-17f996""', 'Set-Cookie': 'SRV=107d2de4-8f9c-4f5d-af5e-c7ee7f1ac05c; path=/', 'Cache-Control': 'private'}",Projet de mise en compatibilité par déclaration de projet du plan local d'urbanisme (PLU) de la commune de Balzac (16) pour réalisation d'un parc photovoltaïque,2023-04-18,2023-04-18 13:10:10 UTC,"Tue, 18 Apr 2023 13:10:10 GMT",13:10:10 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/pp_2023_13685_mecdp_plu_balzac_16_mrae_signe.pdf,pp_2023_13685_mecdp_plu_balzac_16_mrae_signe.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-plans-et-programmes-de-la-mrae-a1177.html?lang=fr,MRAe Scraper,Avis 2023ANA31,2023
private,MRAe Nouvelle-Aquitaine,Avis,Avis rendus sur plans et programmes,False,"Dossier étudié à la demande de la communauté de communes de Blaye (Gironde) 
Avis du 17 avril 2023 / PP-2023-13738
    
        2023ANA26
            
                pdf - 1.5 Mo","{'Content-Length': '1611451', 'Date': 'Tue, 16 Jul 2024 14:19:07 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Tue, 18 Apr 2023 13:13:45 GMT', 'Etag': '""643e9789-1896bb""', 'Set-Cookie': 'SRV=107d2de4-8f9c-4f5d-af5e-c7ee7f1ac05c; path=/', 'Cache-Control': 'private'}",Modification du plan local d'urbanisme (PLU) de la commune de Berson (33),2023-04-18,2023-04-18 13:13:45 UTC,"Tue, 18 Apr 2023 13:13:45 GMT",13:13:45 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/pp_2023_13738_m_plu_berson_33_signe.pdf,pp_2023_13738_m_plu_berson_33_signe.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-plans-et-programmes-de-la-mrae-a1177.html?lang=fr,MRAe Scraper,Avis 2023ANA26,2023
private,MRAe Nouvelle-Aquitaine,Avis,Avis rendus sur plans et programmes,False,"Dossier étudié à la demande de la communauté de communes Médoc Atlantique (Gironde)
Avis du 17 avril 2023 / PP-2023-14009
    
        2023ANA29
            
                pdf - 260 ko","{'Content-Length': '266262', 'Date': 'Tue, 16 Jul 2024 14:19:10 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Tue, 18 Apr 2023 07:53:53 GMT', 'Etag': '""643e4c91-41016""', 'Set-Cookie': 'SRV=ede1c6b9-b509-43e3-a454-23f32633704a; path=/', 'Cache-Control': 'private'}",Schéma de cohérence territoriale (SCoT) Médoc Atlantique (33),2023-04-18,2023-04-18 07:53:53 UTC,"Tue, 18 Apr 2023 07:53:53 GMT",07:53:53 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/pp-2023-14009_e_scot_cc_medoc_atlantique_vmeeabsigne.pdf,pp-2023-14009_e_scot_cc_medoc_atlantique_vmeeabsigne.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-plans-et-programmes-de-la-mrae-a1177.html?lang=fr,MRAe Scraper,Avis 2023ANA29,2023
private,MRAe Nouvelle-Aquitaine,Avis,Avis rendus sur plans et programmes,False,"Dossier étudié à la demande de la commune de Brignac-La-Plaine (Corrèze)
Avis du 20 avril 2023 / PP-2023-13694
    
        2023ANA27
            
                pdf - 558.2 ko","{'Content-Length': '571557', 'Date': 'Tue, 16 Jul 2024 14:19:12 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Thu, 20 Apr 2023 12:41:45 GMT', 'Etag': '""64413309-8b8a5""', 'Set-Cookie': 'SRV=c2e9e51f-5f85-4134-9d4a-50add9bc7b79; path=/', 'Cache-Control': 'private'}",Modification simplifiée n°1 du plan local d'urbanisme (PLU) de la commune de Brignac-La-Plaine (19),2023-04-20,2023-04-20 12:41:45 UTC,"Thu, 20 Apr 2023 12:41:45 GMT",12:41:45 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/pp_2023_13694_ms1_plu_brignaclaplaine_avis_ae_vmee_signe.pdf,pp_2023_13694_ms1_plu_brignaclaplaine_avis_ae_vmee_signe.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-plans-et-programmes-de-la-mrae-a1177.html?lang=fr,MRAe Scraper,Avis 2023ANA27,2023
private,MRAe Nouvelle-Aquitaine,Avis,Avis rendus sur plans et programmes,False,"Dossier étudié à la demande de la communauté d’agglomération du Libournais (Gironde)
Avis du 20 avril 2023 / PP-2023-13684
    
        2023ANA28
            
                pdf - 598.1 ko","{'Content-Length': '612442', 'Date': 'Tue, 16 Jul 2024 14:19:13 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Fri, 21 Apr 2023 15:01:59 GMT', 'Etag': '""6442a567-9585a""', 'Set-Cookie': 'SRV=107d2de4-8f9c-4f5d-af5e-c7ee7f1ac05c; path=/', 'Cache-Control': 'private'}",Mise en compatibilité par déclaration de projet du Plan Local d'Urbanisme (PLU) de la commune de Gours (33) pour permettre la reconstruction de la station d'épuration Corex Board Atlantic,2023-04-21,2023-04-21 15:01:59 UTC,"Fri, 21 Apr 2023 15:01:59 GMT",15:01:59 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/pp-2023-13684_mecdp_plu_gours_33_vmee_collegiale2.pdf,pp-2023-13684_mecdp_plu_gours_33_vmee_collegiale2.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-plans-et-programmes-de-la-mrae-a1177.html?lang=fr,MRAe Scraper,Avis 2023ANA28,2023
private,MRAe Nouvelle-Aquitaine,Avis,Avis rendus sur plans et programmes,False,"commune de Saint-Aubin-de-Blaye (33) relatif à un projet d’extension de la zone
d’activités économiques « Gironde Synergies »
Dossier étudié à la demande de la communauté de communes de l’Estuaire (Gironde)
Avis du 22 avril 2023 / PP-2023-13675
    
        2023ANA30
            
                pdf - 1.3 Mo","{'Content-Length': '1391107', 'Date': 'Tue, 16 Jul 2024 14:19:14 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Mon, 24 Apr 2023 12:24:47 GMT', 'Etag': '""6446750f-153a03""', 'Set-Cookie': 'SRV=ede1c6b9-b509-43e3-a454-23f32633704a; path=/', 'Cache-Control': 'private'}",Mise en compatibilité par déclaration de projet du plan local d'urbanisme (PLU) de la commune de Saint-Aubin-de-Blaye (33) relatif à un projet d'extension de la zone d'activités économiques « Gironde Synergies »,2023-04-24,2023-04-24 12:24:47 UTC,"Mon, 24 Apr 2023 12:24:47 GMT",12:24:47 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/pp-2023-13675-mecdp-plu-saint_aubin_de_blaye_33__meeab-2.pdf,pp-2023-13675-mecdp-plu-saint_aubin_de_blaye_33__meeab-2.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-plans-et-programmes-de-la-mrae-a1177.html?lang=fr,MRAe Scraper,Avis 2023ANA30,2023
private,MRAe Nouvelle-Aquitaine,Avis,Avis rendus sur plans et programmes,False,"Avis étudié à la demande de la commune de Narcastet (Pyrénées-Atlantiques)
Avis du 04 mai 2023 / PP-2023-13779
    
        2023ANA32
            
                pdf - 255 ko","{'Content-Length': '261088', 'Date': 'Tue, 16 Jul 2024 14:19:16 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Fri, 05 May 2023 07:52:35 GMT', 'Etag': '""6454b5c3-3fbe0""', 'Set-Cookie': 'SRV=ede1c6b9-b509-43e3-a454-23f32633704a; path=/', 'Cache-Control': 'private'}",Élaboration du plan local d'urbanisme (PLU) de Narcastet (64),2023-05-05,2023-05-05 07:52:35 UTC,"Fri, 05 May 2023 07:52:35 GMT",07:52:35 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/pp_2023_13779_rev_plu_narcastet_64__vmee_rv.pdf,pp_2023_13779_rev_plu_narcastet_64__vmee_rv.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-plans-et-programmes-de-la-mrae-a1177.html?lang=fr,MRAe Scraper,Avis 2023ANA32,2023
private,MRAe Nouvelle-Aquitaine,Avis,Avis rendus sur plans et programmes,False,"Dossier étudié à la demande de la commune de Maransin (Gironde)
Avis du 5 mai 2023 / PP-2023-13780
    
        2023ANA33
            
                pdf - 1.6 Mo","{'Content-Length': '1716900', 'Date': 'Tue, 16 Jul 2024 14:19:18 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Fri, 05 May 2023 12:03:53 GMT', 'Etag': '""6454f0a9-1a32a4""', 'Set-Cookie': 'SRV=107d2de4-8f9c-4f5d-af5e-c7ee7f1ac05c; path=/', 'Cache-Control': 'private'}",Révision de la carte communale de Maransin (33),2023-05-05,2023-05-05 12:03:53 UTC,"Fri, 05 May 2023 12:03:53 GMT",12:03:53 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/pp-2023-13780_r_carte_communale_maransin_33-vmee_signe.pdf,pp-2023-13780_r_carte_communale_maransin_33-vmee_signe.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-plans-et-programmes-de-la-mrae-a1177.html?lang=fr,MRAe Scraper,Avis 2023ANA33,2023
private,MRAe Nouvelle-Aquitaine,Avis,Avis rendus sur plans et programmes,False,"Avis étudié à la demande de la commune de Soulignonnes (Charente maritime)
Avis du 11 mai 2023 / PP-2023-13783
    
        2023ANA34
            
                pdf - 385 ko","{'Content-Length': '394199', 'Date': 'Tue, 16 Jul 2024 14:19:20 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Fri, 12 May 2023 12:25:44 GMT', 'Etag': '""645e3048-603d7""', 'Set-Cookie': 'SRV=ede1c6b9-b509-43e3-a454-23f32633704a; path=/', 'Cache-Control': 'private'}",Révision allégée n°1 du plan local d'urbanisme (PLU) de Soulignonnes (17),2023-05-12,2023-05-12 12:25:44 UTC,"Fri, 12 May 2023 12:25:44 GMT",12:25:44 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/pp-2023-13783_ra1_plu_soulignonnes_17_vmee_rv.pdf,pp-2023-13783_ra1_plu_soulignonnes_17_vmee_rv.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-plans-et-programmes-de-la-mrae-a1177.html?lang=fr,MRAe Scraper,Avis 2023ANA34,2023
private,MRAe Nouvelle-Aquitaine,Avis,Avis rendus sur plans et programmes,False,"Dossier étudié à la demande de la commune de Saint-Georges-de-Didonne (Charente-Maritime)
Avis du 16 mai 2023 / PP-2023-13796
    
        2023ANA35
            
                pdf - 411.9 ko","{'Content-Length': '421808', 'Date': 'Tue, 16 Jul 2024 14:19:21 GMT', 'Server': 'nginx/1.18.0', 'Strict-Transport-Security': 'max-age=31536000', 'Content-Type': 'application/pdf', 'Last-Modified': 'Wed, 17 May 2023 08:48:31 GMT', 'Etag': '""646494df-66fb0""', 'Set-Cookie': 'SRV=ede1c6b9-b509-43e3-a454-23f32633704a; path=/', 'Cache-Control': 'private'}",Modification n°1 du plan local d'urbanisme (PLU) de la commune de Saint-Georges-de-Didonne (17),2023-05-17,2023-05-17 08:48:31 UTC,"Wed, 17 May 2023 08:48:31 GMT",08:48:31 UTC,www.mrae.developpement-durable.gouv.fr,https://www.mrae.developpement-durable.gouv.fr/IMG/pdf/ppsp_2023_13796_m1_plu_saint-georges-de-didonne_17__vmee_signe.pdf,ppsp_2023_13796_m1_plu_saint-georges-de-didonne_17__vmee_signe.pdf,https://www.mrae.developpement-durable.gouv.fr/avis-rendus-sur-plans-et-programmes-de-la-mrae-a1177.html?lang=fr,MRAe Scraper,Avis 2023ANA35,2023
